InvoiceNo;StockCode;Description;Quantity;InvoiceDate;UnitPrice;CustomerID;Country;InvoiceRank
C575223;22973;CHILDREN'S CIRCUS PARADE MUG;-1;09/11/2011 11:33;1,65;12472;Germany;391
C575064;21669;BLUE STRIPE CERAMIC DRAWER KNOB;-1;08/11/2011 12:39;1,45;12472;Germany;385
C575064;22212;FOUR HOOK  WHITE LOVEBIRDS;-1;08/11/2011 12:39;2,1;12472;Germany;385
C575064;22467;GUMBALL COAT RACK;-8;08/11/2011 12:39;2,55;12472;Germany;385
C575064;23494;VINTAGE DOILY DELUXE SEWING KIT ;-1;08/11/2011 12:39;5,95;12472;Germany;385
C575064;20712;JUMBO BAG WOODLAND ANIMALS;-2;08/11/2011 12:39;2,08;12472;Germany;385
C575064;20749;ASSORTED COLOUR MINI CASES;-1;08/11/2011 12:39;7,95;12472;Germany;385
C559253;23237;SET OF 4 KNICK KNACK TINS LEAF;-1;07/07/2011 11:44;4,15;12472;Germany;243
C559253;22556;PLASTERS IN TIN CIRCUS PARADE ;-1;07/07/2011 11:44;1,65;12472;Germany;243
C559253;22467;GUMBALL COAT RACK;-2;07/07/2011 11:44;2,55;12472;Germany;243
C559253;22430;ENAMEL WATERING CAN CREAM;-1;07/07/2011 11:44;4,95;12472;Germany;243
C559253;22333;RETROSPOT PARTY BAG + STICKER SET;-1;07/07/2011 11:44;1,65;12472;Germany;243
C559253;21671;RED SPOT CERAMIC DRAWER KNOB;-2;07/07/2011 11:44;1,25;12472;Germany;243
C559253;23236;DOILEY STORAGE TIN;-1;07/07/2011 11:44;2,89;12472;Germany;243
C559253;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;-1;07/07/2011 11:44;2,95;12472;Germany;243
C559253;21669;BLUE STRIPE CERAMIC DRAWER KNOB;-1;07/07/2011 11:44;1,25;12472;Germany;243
C548356;21383;PACK OF 12 STICKY BUNNIES;-2;30/03/2011 15:12;0,65;12472;Germany;168
C548356;21559;STRAWBERRY LUNCH BOX WITH CUTLERY;-3;30/03/2011 15:12;2,55;12472;Germany;168
C548356;21731;RED TOADSTOOL LED NIGHT LIGHT;-2;30/03/2011 15:12;1,65;12472;Germany;168
C548356;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;-1;30/03/2011 15:12;2,95;12472;Germany;168
C548356;22444;GROW YOUR OWN PLANT IN A CAN ;-3;30/03/2011 15:12;1,25;12472;Germany;168
C548356;22423;REGENCY CAKESTAND 3 TIER;-1;30/03/2011 15:12;12,75;12472;Germany;168
C548356;22467;GUMBALL COAT RACK;-9;30/03/2011 15:12;2,55;12472;Germany;168
C543347;85049G;CHOCOLATE BOX RIBBONS ;-2;07/02/2011 12:44;1,25;12472;Germany;127
C543347;85049E;SCANDINAVIAN REDS RIBBONS;-3;07/02/2011 12:44;1,25;12472;Germany;127
C543347;22467;GUMBALL COAT RACK;-6;07/02/2011 12:44;2,55;12472;Germany;127
C543347;22423;REGENCY CAKESTAND 3 TIER;-2;07/02/2011 12:44;12,75;12472;Germany;127
C543347;22328;ROUND SNACK BOXES SET OF 4 FRUITS ;-2;07/02/2011 12:44;2,95;12472;Germany;127
C543347;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;-3;07/02/2011 12:44;2,95;12472;Germany;127
C543347;22245;HOOK, 1 HANGER ,MAGIC GARDEN;-3;07/02/2011 12:44;0,85;12472;Germany;127
C543347;22242;5 HOOK HANGER MAGIC TOADSTOOL;-5;07/02/2011 12:44;1,65;12472;Germany;127
C543347;22629;SPACEBOY LUNCH BOX ;-1;07/02/2011 12:44;1,95;12472;Germany;127
C543347;21673;WHITE SPOT BLUE CERAMIC DRAWER KNOB;-2;07/02/2011 12:44;1,25;12472;Germany;127
C543347;21672;WHITE SPOT RED CERAMIC DRAWER KNOB;-2;07/02/2011 12:44;1,25;12472;Germany;127
C543347;21244;BLUE POLKADOT PLATE ;-2;07/02/2011 12:44;1,69;12472;Germany;127
C543347;20676;RED RETROSPOT BOWL;-2;07/02/2011 12:44;1,25;12472;Germany;127
C543347;22077;6 RIBBONS RUSTIC CHARM;-5;07/02/2011 12:44;1,65;12472;Germany;127
C543347;21668;RED STRIPE CERAMIC DRAWER KNOB;-1;07/02/2011 12:44;1,25;12472;Germany;127
C536548;22580;ADVENT CALENDAR GINGHAM SACK;-4;01/12/2010 14:33;5,95;12472;Germany;1
C536548;20957;PORCELAIN HANGING BELL SMALL;-1;01/12/2010 14:33;1,45;12472;Germany;1
C536548;21218;RED SPOTTY BISCUIT TIN;-3;01/12/2010 14:33;3,75;12472;Germany;1
C536548;22168;ORGANISER WOOD ANTIQUE WHITE ;-2;01/12/2010 14:33;8,5;12472;Germany;1
C536548;22631;CIRCUS PARADE LUNCH BOX ;-1;01/12/2010 14:33;1,95;12472;Germany;1
C536548;22077;6 RIBBONS RUSTIC CHARM;-6;01/12/2010 14:33;1,65;12472;Germany;1
C536548;22333;RETROSPOT PARTY BAG + STICKER SET;-1;01/12/2010 14:33;1,65;12472;Germany;1
C536548;22767;TRIPLE PHOTO FRAME CORNICE ;-2;01/12/2010 14:33;9,95;12472;Germany;1
C536548;22654;DELUXE SEWING KIT ;-1;01/12/2010 14:33;5,95;12472;Germany;1
C536548;22245;HOOK, 1 HANGER ,MAGIC GARDEN;-2;01/12/2010 14:33;0,85;12472;Germany;1
C536548;22892;SET OF SALT AND PEPPER TOADSTOOLS;-7;01/12/2010 14:33;1,25;12472;Germany;1
C536548;20914;SET/5 RED RETROSPOT LID GLASS BOWLS;-1;01/12/2010 14:33;2,95;12472;Germany;1
C536548;22242;5 HOOK HANGER MAGIC TOADSTOOL;-5;01/12/2010 14:33;1,65;12472;Germany;1
C536548;22244;3 HOOK HANGER MAGIC GARDEN;-4;01/12/2010 14:33;1,95;12472;Germany;1
574885;23473;WOODLAND SMALL RED FELT HEART;12;07/11/2011 14:01;0,83;12472;Germany;375
574885;23480;MINI LIGHTS WOODLAND MUSHROOMS;8;07/11/2011 14:01;3,75;12472;Germany;375
574885;23569;TRADTIONAL ALPHABET STAMP SET;8;07/11/2011 14:01;4,95;12472;Germany;375
574885;23571;TRADITIONAL NAUGHTS & CROSSES;12;07/11/2011 14:01;1,65;12472;Germany;375
574885;23570;TRADITIONAL PICK UP STICKS GAME ;12;07/11/2011 14:01;1,25;12472;Germany;375
574885;23084;RABBIT NIGHT LIGHT;48;07/11/2011 14:01;1,79;12472;Germany;375
574885;21914;BLUE HARMONICA IN BOX ;12;07/11/2011 14:01;1,25;12472;Germany;375
574885;POST;POSTAGE;1;07/11/2011 14:01;18;12472;Germany;375
574885;23476;WOODLAND LARGE RED FELT HEART;12;07/11/2011 14:01;1,25;12472;Germany;375
574885;22554;PLASTERS IN TIN WOODLAND ANIMALS;12;07/11/2011 14:01;1,65;12472;Germany;375
571824;23288;GREEN VINTAGE SPOT BEAKER;8;19/10/2011 11:49;0,85;12472;Germany;295
571824;21121;SET/10 RED POLKADOT PARTY CANDLES;24;19/10/2011 11:49;1,25;12472;Germany;295
571824;23004;TRAVEL CARD WALLET PANTRY;24;19/10/2011 11:49;0,42;12472;Germany;295
571824;22078;RIBBON REEL LACE DESIGN ;10;19/10/2011 11:49;2,1;12472;Germany;295
571824;22077;6 RIBBONS RUSTIC CHARM;24;19/10/2011 11:49;1,95;12472;Germany;295
571824;22711;WRAP CIRCUS PARADE;25;19/10/2011 11:49;0,42;12472;Germany;295
571824;22973;CHILDREN'S CIRCUS PARADE MUG;12;19/10/2011 11:49;1,65;12472;Germany;295
571824;22716;CARD CIRCUS PARADE;12;19/10/2011 11:49;0,42;12472;Germany;295
571824;23206;LUNCH BAG APPLE DESIGN;10;19/10/2011 11:49;1,65;12472;Germany;295
571824;23204;CHARLOTTE BAG APPLES DESIGN;10;19/10/2011 11:49;0,85;12472;Germany;295
571824;22895;SET OF 2 TEA TOWELS APPLE AND PEARS;6;19/10/2011 11:49;3,25;12472;Germany;295
571824;22815;CARD PSYCHEDELIC APPLES;12;19/10/2011 11:49;0,42;12472;Germany;295
571824;23199;JUMBO BAG APPLES;10;19/10/2011 11:49;2,08;12472;Germany;295
571824;22303;COFFEE MUG APPLES DESIGN;6;19/10/2011 11:49;2,55;12472;Germany;295
571824;23346;SPACEBOY BEAKER;12;19/10/2011 11:49;1,25;12472;Germany;295
571824;23256;CHILDRENS CUTLERY SPACEBOY ;4;19/10/2011 11:49;4,15;12472;Germany;295
571824;22629;SPACEBOY LUNCH BOX ;12;19/10/2011 11:49;1,95;12472;Germany;295
571824;22382;LUNCH BAG SPACEBOY DESIGN ;10;19/10/2011 11:49;1,65;12472;Germany;295
571824;22045;SPACEBOY GIFT WRAP;25;19/10/2011 11:49;0,42;12472;Germany;295
571824;22029;SPACEBOY BIRTHDAY CARD;12;19/10/2011 11:49;0,42;12472;Germany;295
571824;21680;WOODLAND  STICKERS;12;19/10/2011 11:49;0,85;12472;Germany;295
571824;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;12;19/10/2011 11:49;2,95;12472;Germany;295
571824;20726;LUNCH BAG WOODLAND;10;19/10/2011 11:49;1,65;12472;Germany;295
571824;20712;JUMBO BAG WOODLAND ANIMALS;10;19/10/2011 11:49;2,08;12472;Germany;295
571824;20719;WOODLAND CHARLOTTE BAG;10;19/10/2011 11:49;0,85;12472;Germany;295
571824;23392;SPACEBOY ROCKET LOLLY MAKERS;6;19/10/2011 11:49;2,08;12472;Germany;295
571824;23389;SPACEBOY MINI BACKPACK;4;19/10/2011 11:49;4,15;12472;Germany;295
571824;23388;WOODLAND MINI BACKPACK;4;19/10/2011 11:49;4,15;12472;Germany;295
571824;20723;STRAWBERRY CHARLOTTE BAG;10;19/10/2011 11:49;0,85;12472;Germany;295
571824;22355;CHARLOTTE BAG SUKI DESIGN;10;19/10/2011 11:49;0,85;12472;Germany;295
571824;22814;CARD PARTY GAMES ;12;19/10/2011 11:49;0,42;12472;Germany;295
571824;23515;EMBROIDERED RIBBON REEL DAISY ;6;19/10/2011 11:49;2,08;12472;Germany;295
571824;23512;EMBROIDERED RIBBON REEL ROSIE;6;19/10/2011 11:49;2,08;12472;Germany;295
571824;23513;EMBROIDERED RIBBON REEL SUSIE ;6;19/10/2011 11:49;2,08;12472;Germany;295
571824;23511;EMBROIDERED RIBBON REEL EMILY ;6;19/10/2011 11:49;2,08;12472;Germany;295
571824;23514;EMBROIDERED RIBBON REEL SALLY ;6;19/10/2011 11:49;2,08;12472;Germany;295
571824;23494;VINTAGE DOILY DELUXE SEWING KIT ;3;19/10/2011 11:49;5,95;12472;Germany;295
571824;POST;POSTAGE;6;19/10/2011 11:49;18;12472;Germany;295
571824;22331;WOODLAND PARTY BAG + STICKER SET;8;19/10/2011 11:49;1,65;12472;Germany;295
571824;22817;CARD SUKI BIRTHDAY;12;19/10/2011 11:49;0,42;12472;Germany;295
571824;22714;CARD BIRTHDAY COWBOY;12;19/10/2011 11:49;0,42;12472;Germany;295
571824;20749;ASSORTED COLOUR MINI CASES;2;19/10/2011 11:49;7,95;12472;Germany;295
571824;22423;REGENCY CAKESTAND 3 TIER;4;19/10/2011 11:49;12,75;12472;Germany;295
571824;22212;FOUR HOOK  WHITE LOVEBIRDS;6;19/10/2011 11:49;2,1;12472;Germany;295
571824;23290;SPACEBOY CHILDRENS BOWL;8;19/10/2011 11:49;1,25;12472;Germany;295
571824;23292;SPACEBOY CHILDRENS CUP;8;19/10/2011 11:49;1,25;12472;Germany;295
571824;22466;FAIRY TALE COTTAGE NIGHT LIGHT;12;19/10/2011 11:49;1,95;12472;Germany;295
571824;21240;BLUE POLKADOT CUP;8;19/10/2011 11:49;0,85;12472;Germany;295
571824;21238;RED RETROSPOT CUP;8;19/10/2011 11:49;0,85;12472;Germany;295
571824;23285;PINK VINTAGE SPOT BEAKER;8;19/10/2011 11:49;0,85;12472;Germany;295
571824;23287;RED VINTAGE SPOT BEAKER;8;19/10/2011 11:49;0,85;12472;Germany;295
571824;22976;CIRCUS PARADE CHILDRENS EGG CUP ;12;19/10/2011 11:49;1,25;12472;Germany;295
571824;22556;PLASTERS IN TIN CIRCUS PARADE ;12;19/10/2011 11:49;1,65;12472;Germany;295
571824;21990;MODERN FLORAL STATIONERY SET;12;19/10/2011 11:49;1,25;12472;Germany;295
571824;23559;WOODLAND BUNNIES LOLLY MAKERS;6;19/10/2011 11:49;2,08;12472;Germany;295
571824;21915;RED  HARMONICA IN BOX ;12;19/10/2011 11:49;1,25;12472;Germany;295
571824;23517;EMBROIDERED RIBBON REEL REBECCA ;6;19/10/2011 11:49;2,89;12472;Germany;295
571824;21704;BAG 250g SWIRLY MARBLES;12;19/10/2011 11:49;0,85;12472;Germany;295
571824;22328;ROUND SNACK BOXES SET OF 4 FRUITS ;6;19/10/2011 11:49;2,95;12472;Germany;295
571824;22467;GUMBALL COAT RACK;36;19/10/2011 11:49;2,1;12472;Germany;295
571824;21731;RED TOADSTOOL LED NIGHT LIGHT;24;19/10/2011 11:49;1,65;12472;Germany;295
571824;22706;WRAP COWBOYS  ;25;19/10/2011 11:49;0,42;12472;Germany;295
571824;16161U;WRAP SUKI AND FRIENDS;25;19/10/2011 11:49;0,42;12472;Germany;295
571824;23545;WRAP RED VINTAGE DOILY;25;19/10/2011 11:49;0,42;12472;Germany;295
571824;22051;BLUE SCANDINAVIAN PAISLEY WRAP;25;19/10/2011 11:49;0,42;12472;Germany;295
571824;23493;VINTAGE DOILY TRAVEL SEWING KIT;10;19/10/2011 11:49;1,95;12472;Germany;295
571824;22037;ROBOT BIRTHDAY CARD;12;19/10/2011 11:49;0,42;12472;Germany;295
571824;22025;RING OF ROSES BIRTHDAY CARD;12;19/10/2011 11:49;0,42;12472;Germany;295
571824;23000;TRAVEL CARD WALLET TRANSPORT;24;19/10/2011 11:49;0,42;12472;Germany;295
571824;23033;DRAWER KNOB CERAMIC RED;12;19/10/2011 11:49;1,45;12472;Germany;295
571824;21669;BLUE STRIPE CERAMIC DRAWER KNOB;12;19/10/2011 11:49;1,45;12472;Germany;295
571824;22865;HAND WARMER OWL DESIGN;24;19/10/2011 11:49;2,1;12472;Germany;295
571824;23350;ROLL WRAP VINTAGE SPOT ;12;19/10/2011 11:49;1,25;12472;Germany;295
571824;23254;CHILDRENS CUTLERY DOLLY GIRL ;4;19/10/2011 11:49;4,15;12472;Germany;295
571824;21668;RED STRIPE CERAMIC DRAWER KNOB;12;19/10/2011 11:49;1,45;12472;Germany;295
571824;20682;RED RETROSPOT CHILDRENS UMBRELLA;6;19/10/2011 11:49;3,25;12472;Germany;295
571824;20750;RED RETROSPOT MINI CASES;2;19/10/2011 11:49;7,95;12472;Germany;295
571824;23191;BUNDLE OF 3 RETRO NOTE BOOKS;12;19/10/2011 11:49;1,65;12472;Germany;295
571824;23286;BLUE VINTAGE SPOT BEAKER;8;19/10/2011 11:49;0,85;12472;Germany;295
571824;23035;DRAWER KNOB CERAMIC IVORY;12;19/10/2011 11:49;1,45;12472;Germany;295
561037;23286;BLUE VINTAGE SPOT BEAKER;8;24/07/2011 11:55;0,85;12472;Germany;252
561037;23254;CHILDRENS CUTLERY DOLLY GIRL ;4;24/07/2011 11:55;4,15;12472;Germany;252
561037;20724;RED RETROSPOT CHARLOTTE BAG;10;24/07/2011 11:55;0,85;12472;Germany;252
561037;20723;STRAWBERRY CHARLOTTE BAG;10;24/07/2011 11:55;0,85;12472;Germany;252
561037;22355;CHARLOTTE BAG SUKI DESIGN;10;24/07/2011 11:55;0,85;12472;Germany;252
561037;22551;PLASTERS IN TIN SPACEBOY;12;24/07/2011 11:55;1,65;12472;Germany;252
561037;21915;RED  HARMONICA IN BOX ;12;24/07/2011 11:55;1,25;12472;Germany;252
561037;21914;BLUE HARMONICA IN BOX ;12;24/07/2011 11:55;1,25;12472;Germany;252
561037;23240;SET OF 4 KNICK KNACK TINS DOILEY ;6;24/07/2011 11:55;4,15;12472;Germany;252
561037;23236;DOILEY STORAGE TIN;6;24/07/2011 11:55;2,89;12472;Germany;252
561037;21240;BLUE POLKADOT CUP;8;24/07/2011 11:55;0,85;12472;Germany;252
561037;21238;RED RETROSPOT CUP;8;24/07/2011 11:55;0,85;12472;Germany;252
561037;22423;REGENCY CAKESTAND 3 TIER;2;24/07/2011 11:55;12,75;12472;Germany;252
561037;21559;STRAWBERRY LUNCH BOX WITH CUTLERY;6;24/07/2011 11:55;2,55;12472;Germany;252
561037;23252;VINTAGE RED ENAMEL TRIM JUG ;4;24/07/2011 11:55;3,75;12472;Germany;252
561037;23249;VINTAGE RED ENAMEL TRIM PLATE;12;24/07/2011 11:55;1,65;12472;Germany;252
561037;23250;VINTAGE RED TRIM ENAMEL BOWL ;12;24/07/2011 11:55;1,25;12472;Germany;252
561037;22629;SPACEBOY LUNCH BOX ;12;24/07/2011 11:55;1,95;12472;Germany;252
561037;23550;WRAP ALPHABET POSTER  ;25;24/07/2011 11:55;0,42;12472;Germany;252
561037;23548;WRAP MAGIC FOREST ;25;24/07/2011 11:55;0,42;12472;Germany;252
561037;23549;WRAP BIRD GARDEN ;25;24/07/2011 11:55;0,42;12472;Germany;252
561037;23547;WRAP FLOWER SHOP  ;25;24/07/2011 11:55;0,42;12472;Germany;252
561037;23545;WRAP RED DOILEY;25;24/07/2011 11:55;0,42;12472;Germany;252
561037;23292;SPACEBOY CHILDRENS CUP;16;24/07/2011 11:55;1,25;12472;Germany;252
561037;23290;SPACEBOY CHILDRENS BOWL;16;24/07/2011 11:55;1,25;12472;Germany;252
561037;23288;GREEN VINTAGE SPOT BEAKER;8;24/07/2011 11:55;0,85;12472;Germany;252
561037;23285;PINK VINTAGE SPOT BEAKER;8;24/07/2011 11:55;0,85;12472;Germany;252
561037;POST;POSTAGE;3;24/07/2011 11:55;18;12472;Germany;252
561037;23251;VINTAGE RED ENAMEL TRIM MUG ;12;24/07/2011 11:55;1,25;12472;Germany;252
561037;22467;GUMBALL COAT RACK;6;24/07/2011 11:55;2,55;12472;Germany;252
561037;23033;DRAWER KNOB CERAMIC RED;6;24/07/2011 11:55;1,45;12472;Germany;252
561037;23035;DRAWER KNOB CERAMIC IVORY;6;24/07/2011 11:55;1,45;12472;Germany;252
561037;23034;DRAWER KNOB CERAMIC BLACK;6;24/07/2011 11:55;1,45;12472;Germany;252
561037;22077;6 RIBBONS RUSTIC CHARM;12;24/07/2011 11:55;1,65;12472;Germany;252
561037;22815;CARD PSYCHEDELIC APPLES;12;24/07/2011 11:55;0,42;12472;Germany;252
561037;22029;SPACEBOY BIRTHDAY CARD;12;24/07/2011 11:55;0,42;12472;Germany;252
561037;22716;CARD CIRCUS PARADE;12;24/07/2011 11:55;0,42;12472;Germany;252
561037;22037;ROBOT BIRTHDAY CARD;12;24/07/2011 11:55;0,42;12472;Germany;252
561037;21731;RED TOADSTOOL LED NIGHT LIGHT;12;24/07/2011 11:55;1,65;12472;Germany;252
561037;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;12;24/07/2011 11:55;2,95;12472;Germany;252
561037;20719;WOODLAND CHARLOTTE BAG;10;24/07/2011 11:55;0,85;12472;Germany;252
561037;23256;CHILDRENS CUTLERY SPACEBOY ;4;24/07/2011 11:55;4,15;12472;Germany;252
561037;23287;RED VINTAGE SPOT BEAKER;8;24/07/2011 11:55;0,85;12472;Germany;252
556578;23308;SET OF 60 VINTAGE LEAF CAKE CASES ;24;13/06/2011 14:13;0,55;12472;Germany;175
556578;23307;SET OF 60 PANTRY DESIGN CAKE CASES ;24;13/06/2011 14:13;0,55;12472;Germany;175
556578;22303;COFFEE MUG APPLES DESIGN;6;13/06/2011 14:13;2,55;12472;Germany;175
556578;22704;WRAP RED APPLES ;25;13/06/2011 14:13;0,42;12472;Germany;175
556578;22302;COFFEE MUG PEARS  DESIGN;6;13/06/2011 14:13;2,55;12472;Germany;175
556578;22895;SET OF 2 TEA TOWELS APPLE AND PEARS;6;13/06/2011 14:13;3,25;12472;Germany;175
556578;22716;CARD CIRCUS PARADE;12;13/06/2011 14:13;0,42;12472;Germany;175
556578;22973;CHILDREN'S CIRCUS PARADE MUG;12;13/06/2011 14:13;1,65;12472;Germany;175
556578;23255;CHILDRENS CUTLERY CIRCUS PARADE;4;13/06/2011 14:13;4,15;12472;Germany;175
